OPERATEUR;FILIERE;Année;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;71;75;83097.26212;1107.96349493333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;74;12;7829.75931;652.4799425;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;77;57;102783.19919;1803.21402087719;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;78;2;126.60793;63.303965;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;82;86;102905.34919;1196.5738277907;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;87;705;441851.05993;626.739092099291;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;88;224;127896.69326;570.967380625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;94;223;104642.78561;469.250159686099;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;ENT;TERTIAIRE;96;66;81340.31039;1232.42894530303;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;PRO;AGRICULTURE;;593;25800.85688;43.5090335244519;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;11;Île-de-France;PRO;INDUSTRIE;;10824;560196.68229;51.7550519484479;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;AGRICULTURE;;2;3889.27229;1944.636145;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;08;3;20064.33199;6688.11066333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;11;7;197557.16689;28222.4524128571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;13;7;4216.17522;602.310745714286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;14;3;1689.95884;563.319613333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;16;6;3372.37631;562.062718333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;18;19;48261.91849;2540.10097315789;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;27;24;48387.70649;2016.15443708333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;29;21;20106.28719;957.442247142857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;31;20;28407.88828;1420.394414;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;32;6;10304.81509;1717.46918166667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;INDUSTRIE;35;595;747802.8439;1256.81150235294;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;;219;182269.17508;832.27933826484;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;36;2;1492.39014;746.19507;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;46;122;124083.20542;1017.0754542623;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;49;38;32514.70907;855.650238684211;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;52;41;38202.7566;931.774551219512;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;55;50;40180.14785;803.602957;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;58;1;1691.43344;1691.43344;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;66;4;2753.51012;688.37753;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;70;45;57980.52411;1288.45609133333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;71;6;6070.07142;1011.67857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;72;9;15528.6287;1725.40318888889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;73;2;434.17993;217.089965;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;77;5;15645.96509;3129.193018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;87;158;98767.21421;625.108950696203;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;ENT;TERTIAIRE;93;13;7406.0701;569.6977;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;PRO;AGRICULTURE;;210;9450.00914;45.0000435238095;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;PRO;INDUSTRIE;;3000;179759.38022;59.9197934066667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;24;Centre-Val de Loire;RES;RESIDENTIEL;;423346;4802870.03408;11.3450228278524;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;AGRICULTURE;;4;1085.91416;271.47854;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;AGRICULTURE;02;1;945.12194;945.12194;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;;87;484406.22438;5567.88763655172;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;16;16;12353.83885;772.114928125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;18;13;10565.11217;812.700936153846;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;19;2;3424.83675;1712.418375;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;28;56;79970.79929;1428.04998732143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;29;32;74474.49215;2327.3278796875;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;30;5;4489.06048;897.812096;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;INDUSTRIE;35;485;1002505.88226;2067.02243764948;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;33;16;9388.84336;586.80271;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;47;116;73255.68011;631.514483706897;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;49;34;38429.54143;1130.28063029412;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;52;21;20913.24551;995.868833809524;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;55;95;38594.9327;406.262449473684;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;64;37;18202.54361;491.960638108108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;70;60;63352.43204;1055.87386733333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;71;6;1862.15584;310.359306666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;74;1;44.77805;44.77805;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;79;1;47.40631;47.40631;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;88;93;61311.71193;659.265719677419;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;90;4;1198.38157;299.5953925;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;94;51;23153.44133;453.989045686275;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;ENT;TERTIAIRE;96;21;15445.25541;735.488352857143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;27;Bourgogne-Franche-Comté;PRO;INDUSTRIE;;3166;193357.65848;61.0731707138345;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INCONNU;;241;3693.6445;15.3263257261411;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;08;2;37731.997;18865.9985;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;13;5;6757.0382;1351.40764;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;16;6;45841.04142;7640.17357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;17;21;155948.01934;7426.09615904762;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;19;4;96422.53349;24105.6333725;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;26;13;21367.92976;1643.68690461538;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;27;22;43724.06941;1987.45770045455;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;29;29;56135.87228;1935.7197337931;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;30;5;12465.68685;2493.13737;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;35;1220;2047060.0263;1677.91805434426;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;INDUSTRIE;41;5;1217.97785;243.59557;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;33;11;32223.45434;2929.40494;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;38;11;59653.13984;5423.01271272727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;39;1;799.30601;799.30601;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;45;66;20290.09988;307.425755757576;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;46;77;124076.79971;1611.38700922078;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;55;100;78754.79306;787.5479306;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;59;1;264.26639;264.26639;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;63;1;135.44543;135.44543;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;71;8;11552.16534;1444.0206675;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;88;71;40554.33793;571.187858169014;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;90;6;3175.12111;529.186851666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;ENT;TERTIAIRE;94;53;25999.20725;490.551080188679;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;28;Normandie;PRO;INDUSTRIE;;4234;283676.08707;66.9995481979216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;AGRICULTURE;01;46;48351.50532;1051.11968086957;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;AGRICULTURE;02;1;590.25379;590.25379;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INCONNU;;842;14490.93362;17.2101349406176;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;;169;2277823.60009;13478.2461543787;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;15;2;2216.61131;1108.305655;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;19;4;9492.66019;2373.1650475;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;20;74;704820.08268;9524.59571189189;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;21;13;101953.81143;7842.60087923077;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;22;83;170861.87637;2058.57682373494;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;30;9;19616.62126;2179.62458444444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;31;18;20344.08684;1130.22704666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;32;29;30870.8202;1064.51104137931;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;42;9;41595.35957;4621.70661888889;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;INDUSTRIE;43;160;138795.14785;867.4696740625;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;33;16;7383.71128;461.481955;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;51;1;1371.17299;1371.17299;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;56;87;17153.22678;197.163526206897;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;59;2;1028.5753;514.28765;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;60;1;531.33285;531.33285;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;62;4;2831.29447;707.8236175;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;68;394;287417.40701;729.485804593909;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;69;2;180.30212;90.15106;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;70;145;112602.16127;776.566629448276;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;71;21;21661.78343;1031.51349666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;74;1;260.28783;260.28783;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;81;57;46451.34111;814.935808947368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;82;43;27096.56953;630.152779767442;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;87;366;213941.79357;584.540419590164;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;90;3;1154.25186;384.75062;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;93;34;21966.41274;646.070962941177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;ENT;TERTIAIRE;94;76;40589.90795;534.07773618421;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;PRO;AGRICULTURE;;918;29539.32669;32.1779157843137;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;PRO;INDUSTRIE;;8499;588394.61265;69.2310404341687;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;32;Hauts-de-France;RES;RESIDENTIEL;;1373262;16406615.17402;11.9471850047697;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;AGRICULTURE;02;5;1384.32725;276.86545;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;;140;1370543.41519;9789.59582278572;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;10;115;354314.11199;3080.99227817391;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;13;38;162255.53111;4269.88239763158;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;15;4;26038.88037;6509.7200925;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;16;21;59576.39918;2836.97138952381;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;17;32;332283.96288;10383.87384;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;18;15;30740.52537;2049.368358;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;23;42;265323.65203;6317.2298102381;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;INDUSTRIE;42;7;14189.97063;2027.13866142857;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;;461;1050596.5812;2278.9513691974;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;37;4;3451.33924;862.83481;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;45;144;60483.28437;420.022808125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;46;147;239130.5508;1626.73844081633;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;49;57;88339.70664;1549.81941473684;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;52;37;26181.09721;707.597221891892;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;53;3;403.52275;134.507583333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;59;3;2218.18918;739.396393333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;70;76;58621.42692;771.334564736842;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;73;1;90.56691;90.56691;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;79;1;71.42017;71.42017;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;82;18;15577.68707;865.427059444444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;85;466;304121.34623;652.620914656652;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;93;17;10737.83535;631.637373529412;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;ENT;TERTIAIRE;94;56;28247.71068;504.423405;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;PRO;INDUSTRIE;;6401;438689.49791;68.5345255288236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;PRO;TERTIAIRE;;41507;1915076.38137;46.1386364075939;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;44;Grand Est;RES;RESIDENTIEL;;940202;12275817.45498;13.0565744967358;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;52;Pays de la Loire;ENT;INCONNU;;270;5908.66071;21.8839285555556;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;52;Pays de la Loire;ENT;INDUSTRIE;;87;731496.16973;8408.00195091954;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;52;Pays de la Loire;ENT;INDUSTRIE;08;4;15192.50071;3798.1251775;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;52;Pays de la Loire;ENT;INDUSTRIE;10;183;1457251.99032;7963.12563016394;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;52;Pays de la Loire;ENT;INDUSTRIE;13;12;84084.66812;7007.05567666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;52;Pays de la Loire;ENT;INDUSTRIE;15;11;8380.85269;761.895699090909;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2020;52;Pays de la Loire;ENT;INDUSTRIE;16;19;15296.16007;805.061056315789;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
